Data as of 2025-03-22
Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,1 Month Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETF Database Pro,Dividend,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%)
SQMX,FT Vest U.S. Equity Quarterly Max Buffer ETF,Equity,"$3,067,400",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,-$0.001,-$0.001,$1.558125,$3.058125,$3.058125,$3.058125,n/a,2024-12-20,0.85%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Trust,2,100.00%,100.00%,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TDEC,FT Vest Emerging Markets Buffer ETF - December,Equity,"$12,536,400",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$9.17125,$11.1645,$12.1645,$12.1645,$12.1645,n/a,2024-12-20,0.95%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Trust,2,100.00%,100.00%,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TPZ,Tortoise Power and Energy Infrastructure Fund,Multi-Asset,"$173,857,000",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,-$3.099788,-$8.215933,-$77.482272,-$120.643825,-$120.643825,-$120.643825,n/a,2024-12-23,0.85%,N/A,N/A,N/A,N/A,Monthly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tortoise,33,58.93%,77.42%,99.97%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.92,89.05%,69.11%,908.7,10.51%,1.63%
COPY,Tweedy Browne Insider + Value ETF Trust Units,Equity,"$19,194,100",N/A,$10.50,false,False,false,false,0.34%,-1.04%,4.43%,N/A,N/A,N/A,$0.0,$4.916526,$18.221147,$18.621137,$18.621137,$18.621137,n/a,2024-12-27,0.80%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,12.37%,17.24%,16.08%,N/A,Affiliated Managers Group,175,10.57%,14.73%,40.18%,40%,20%,1099,$10.22,$10.73,$10.45,$10.55,52.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.4,12.90%,47.32%,174.09,3.28%,3.52%
IDVZ,Opal International Dividend Income ETF,Equity,"$66,575,300",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$1.110144,$5.412966,$61.368328,$61.368328,$61.368328,$61.368328,n/a,2024-12-26,0.75%,N/A,N/A,N/A,N/A,Monthly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Truemark Group LLC,47,38.34%,53.70%,99.97%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.08,43.84%,75.68%,86.4,15.30%,3.47%
EGGQ,NestYield Visionary ETF,Equity,"$14,495,100",N/A,$36.37,false,False,false,false,0.44%,-9.86%,-6.80%,N/A,N/A,N/A,$0.906,$1.80122,$14.720773,$15.720733,$15.720733,$15.720733,n/a,2024-12-26,0.89%,$0.39,2025-02-27,$0.19,1.08%,Monthly,N/A,N/A,N/A,30.14%,33.33%,27.20%,N/A,Tidal Financial Group,20,66.48%,89.41%,99.99%,40%,20%,1099,$34.50,$39.13,N/A,N/A,43.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.59,77.75%,54.71%,5.43,0.13%,7.96%
WAR,U.S. Global Technology and Aerospace & Defense ETF,Equity,"$3,059,200",N/A,$19.82,false,False,false,false,-2.20%,-2.29%,0.04%,N/A,N/A,N/A,$0.0,$1.012645,$2.02953,$3.02951,$3.02951,$3.02951,Technology Equities,2024-12-30,0.60%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,30.41%,24.29%,23.17%,N/A,US Global Investors,30,60.26%,77.97%,100.03%,40%,20%,1099,$19.36,$20.56,$19.71,$19.97,47.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.28,85.31%,82.28%,32.26,39.91%,6.28%
CPRY,Calamos Russell 2000 Structured Alt Protection ETF January,Equity,"$45,041,000",N/A,$24.62,false,False,false,false,0.32%,-1.41%,N/A,N/A,N/A,N/A,$0.0,$6.777,$42.7565,$42.7565,$42.7565,$42.7565,n/a,2025-01-02,0.69%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,2.21%,3.96%,3.90%,N/A,"Calamos Family Partners, Inc.",2,100.00%,100.00%,100.00%,40%,20%,1099,$24.43,$24.86,$24.55,$24.66,44.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPSY,Calamos S&P 500 Structured Alt Protection ETF January,Equity,"$18,204,800",N/A,$23.42,false,False,false,false,0.09%,-1.40%,N/A,N/A,N/A,N/A,$0.0,-$0.58975,$15.88325,$15.88325,$15.88325,$15.88325,n/a,2025-01-02,0.69%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,4.44%,4.14%,3.32%,N/A,"Calamos Family Partners, Inc.",2,100.00%,100.00%,100.00%,40%,20%,1099,$23.28,$23.71,$23.38,$23.45,44.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GBXA,Goldman Sachs U.S. Large Cap Buffer 1 ETF,Equity,"$5,805,600",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.966,$0.966,$0.966,$0.966,$0.966,$0.966,n/a,2024-12-30,0.50%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Goldman Sachs,2,100.00%,100.00%,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.39,67.04%,46.96%,92.38,12.20%,6.71%
PMJA,PGIM S&P 500 Max Buffer ETF - January,Equity,"$2,497,800",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.50088,$0.50088,$0.50088,$0.50088,n/a,2024-12-31,0.50%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Prudential,2,100.00%,100.00%,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQJL,PGIM Nasdaq-100 Buffer 12 ETF - July,Equity,"$2,456,400",N/A,$24.60,false,False,false,false,0.25%,-4.28%,N/A,N/A,N/A,N/A,$0.0,$0.24673,$0.49962,$2.25039,$2.25039,$2.25039,n/a,2024-12-27,0.50%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,14.32%,14.10%,10.68%,N/A,Prudential,2,100.00%,100.00%,100.00%,40%,20%,1099,$24.05,$25.44,$24.60,$24.60,44.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQOC,PGIM Nasdaq-100 Buffer 12 ETF - October,Equity,"$2,930,300",N/A,$24.45,false,False,false,false,0.27%,-5.15%,N/A,N/A,N/A,N/A,$0.24333,$0.73003,$0.98334,$2.73411,$2.73411,$2.73411,n/a,2024-12-27,0.50%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,9.67%,16.35%,12.47%,N/A,Prudential,2,100.00%,100.00%,100.00%,40%,20%,1099,$23.81,$25.45,$24.45,$24.45,44.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QIDX,Indexperts Quality Earnings Focused ETF,Equity,"$22,913,000",N/A,$9.92,false,False,false,false,0.31%,-5.74%,N/A,N/A,N/A,N/A,$0.0,$2.457572,$20.673202,$20.673202,$20.673202,$20.673202,n/a,2025-01-02,0.50%,$0.00,N/A,N/A,0.00%,Quarterly,N/A,N/A,N/A,24.66%,15.11%,14.09%,N/A,Indexperts LLC,132,22.70%,31.53%,68.74%,40%,20%,1099,$9.70,$10.51,$9.90,$9.93,43.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RILA,Indexperts Gorilla Aggressive Growth ETF,Equity,"$22,596,900",N/A,$9.72,false,False,false,false,0.66%,-8.73%,N/A,N/A,N/A,N/A,$0.096443,$3.051608,$21.063897,$21.063897,$21.063897,$21.063897,n/a,2025-01-02,0.50%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,25.50%,24.27%,20.83%,N/A,Indexperts LLC,176,36.71%,47.31%,86.16%,40%,20%,1099,$9.31,$10.46,$9.66,$9.77,43.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TESL,Simplify Volt TSLA Revolution ETF,Equity,"$13,245,900","38,249",$14.41,false,False,false,false,-2.75%,-29.05%,-39.58%,40.28%,4.33%,N/A,-$1.012275,-$2.504625,$3.1869,$12.58255,$11.272234,$20.361734,n/a,2020-12-28,1.20%,$0.15,2024-12-23,$0.15,1.06%,Quarterly,5.29%,N/A,N/A,353.46%,68.64%,54.55%,82.97%,Simplify,3,100.01%,100.01%,100.01%,40%,20%,1099,$12.40,$18.56,$14.07,$14.66,36.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.09,23.60%,22.32%,6.87,0.00%,0.00%
TJAN,Innovator Equity Defined Protection ETF - 2 Yr to January 2027,Equity,N/A,N/A,$25.44,false,False,false,false,0.38%,-1.38%,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$0.0,$0.0,$0.0,n/a,2025-01-02,0.79%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,4.80%,6.48%,5.06%,N/A,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,$25.17,$25.81,$25.33,$25.51,47.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQAP,PGIM Nasdaq-100 Buffer 12 ETF - April,Equity,"$2,490,700",N/A,$24.96,false,False,false,false,0.30%,-2.48%,N/A,N/A,N/A,N/A,$0.0,$0.24905,$0.50148,$2.25225,$2.25225,$2.25225,n/a,2024-12-27,0.50%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,6.58%,8.47%,6.62%,N/A,Prudential,2,100.00%,100.00%,100.00%,40%,20%,1099,$24.58,$25.40,$24.96,$24.96,46.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZJAN,Innovator Equity Defined Protection ETF - 1 Yr January,Equity,N/A,N/A,$25.56,false,False,false,false,0.13%,-1.37%,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$0.0,$0.0,$0.0,n/a,2025-01-02,0.79%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,5.12%,3.89%,3.20%,N/A,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,$25.39,$25.90,$25.52,$25.59,44.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DMAX,iShares Large Cap Max Buffer Dec ETF,Equity,"$73,923,400",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$4.98681,$17.00627,$64.176553,$64.176553,$64.176553,$64.176553,n/a,2024-12-31,0.50%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"BlackRock, Inc.",2,100.00%,100.00%,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.39,64.51%,46.81%,92.38,11.42%,6.28%
JANU,AllianzIM U.S. Equity Buffer15 Uncapped Jan ETF,Equity,"$66,700,600",N/A,$24.46,false,False,false,false,0.12%,-5.00%,N/A,N/A,N/A,N/A,$0.608293,$8.004513,$63.456398,$63.456398,$63.456398,$63.456398,n/a,2024-12-31,0.74%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,13.16%,12.54%,10.92%,N/A,Allianz Investment Management LLC,2,100.00%,100.00%,100.00%,40%,20%,1099,$23.92,$25.46,$24.36,$24.51,42.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PBQQ,PGIM Laddered Nasdaq-100 Buffer 12 ETF,Equity,"$7,368,600",N/A,$24.60,false,False,false,false,0.29%,-4.33%,N/A,N/A,N/A,N/A,$0.0,$0.25284,$0.50469,$0.50469,$0.50469,$0.50469,n/a,2024-12-27,0.50%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,7.69%,14.13%,10.74%,N/A,Prudential,5,100.00%,100.00%,100.00%,40%,20%,1099,$24.04,$25.47,$24.60,$24.60,44.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PQJA,PGIM Nasdaq-100 Buffer 12 ETF - January,Equity,"$3,895,200",N/A,$24.37,false,False,false,false,0.31%,-5.44%,N/A,N/A,N/A,N/A,$0.0,$0.74394,$2.00584,$3.75661,$3.75661,$3.75661,n/a,2024-12-27,0.50%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,16.43%,16.98%,13.09%,N/A,Prudential,2,100.00%,100.00%,100.00%,40%,20%,1099,$23.72,$25.44,$24.26,$24.43,43.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RIOX,Defiance Daily Target 2X Long RIOT ETF,Equity,"$12,947,100",N/A,$9.31,false,False,false,false,2.99%,-57.02%,N/A,N/A,N/A,N/A,$0.161924,$8.019524,$26.018056,$26.018056,$26.018056,$26.018056,n/a,2025-01-02,0.95%,$0.00,N/A,N/A,0.00%,Monthly,N/A,N/A,N/A,167.78%,165.99%,167.53%,N/A,Tidal Financial Group,3,100.00%,100.00%,100.00%,40%,20%,1099,$6.24,$15.14,$8.58,$9.74,37.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPBX,AllianzIM 6 Month Buffer10 Allocation ETF,Equity,"$22,778,900",N/A,$24.61,false,False,false,false,0.22%,-3.77%,N/A,N/A,N/A,N/A,$0.0,$2.49912,$8.19472,$8.19472,$8.19472,$8.19472,n/a,2025-01-08,0.79%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,11.23%,10.88%,N/A,N/A,Allianz Investment Management LLC,7,100.01%,100.01%,100.01%,40%,20%,1099,$24.16,$25.39,$24.53,$24.65,43.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EFFI,Harbor Osmosis International Resource Efficient ETF,Equity,"$115,694,000",0,$20.57,false,False,false,false,-0.86%,0.95%,8.79%,N/A,N/A,N/A,$0.0,$0.00925,$52.005,$104.2195,$104.2195,$104.2195,n/a,2024-12-10,0.55%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,29.97%,16.49%,14.34%,N/A,ORIX,67,30.76%,43.77%,93.62%,40%,20%,1099,$20.16,$21.09,$20.57,$20.57,53.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.23,21.88%,80.69%,52.03,7.23%,7.31%
FFGX,Fidelity Fundamental Global ex-U.S. ETF,Equity,"$10,714,700",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$0.0,$0.0,$0.0,n/a,2024-11-19,0.55%,N/A,N/A,N/A,N/A,Quarterly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fidelity,145,21.76%,29.39%,66.57%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.34,27.64%,83.94%,142.13,13.69%,4.71%
GEND,Genter Capital Dividend Income ETF,Equity,"$631,700",N/A,$10.46,false,False,false,false,0.26%,-2.54%,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.512727,$0.512727,$0.512727,$0.512727,n/a,2024-12-27,0.38%,$0.00,N/A,N/A,0.00%,Quarterly,N/A,N/A,N/A,20.00%,13.67%,N/A,N/A,Mcivy Co. LLC,35,39.22%,54.33%,99.99%,40%,20%,1099,$10.31,$10.79,$10.45,$10.46,50.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MSLC,Morgan Stanley Pathway Large Cap Equity ETF,Equity,"$2,692,780,000","84,089",$46.68,false,False,false,false,0.64%,-6.65%,-2.82%,N/A,N/A,N/A,$2.313605,$14.150455,$18.8907,$21.302065,$21.302065,$21.302065,n/a,2024-12-09,0.43%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,21.27%,19.04%,15.36%,N/A,Morgan Stanley,"1,014",27.13%,33.22%,54.06%,40%,20%,1099,$45.06,$49.35,$46.38,$46.83,41.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.47,45.93%,50.11%,97.95,12.46%,5.80%
MSSM,Morgan Stanley Pathway Small-Mid Cap Equity ETF,Equity,"$542,509,000","31,452",$44.01,false,False,false,false,0.99%,-8.41%,-6.12%,N/A,N/A,N/A,$4.436235,$8.89159,$25.64513,$16.21797,$16.21797,$16.21797,n/a,2024-12-09,0.57%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,32.60%,21.69%,18.72%,N/A,Morgan Stanley,"2,417",8.47%,11.20%,26.49%,40%,20%,1099,$42.21,$46.86,$43.75,$44.17,39.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.12,60.69%,38.48%,136.76,4.93%,5.85%
SMAP,Amplify Small-Mid Cap Equity ETF,Equity,"$1,172,000",539,$23.13,false,False,false,false,0.19%,-5.50%,-3.56%,N/A,N/A,N/A,$0.0,$0.0,$0.0,$1.240475,$1.240475,$1.240475,n/a,2024-10-23,0.60%,$0.03,2024-12-30,$0.03,0.15%,Quarterly,N/A,N/A,N/A,29.79%,18.30%,16.11%,17.12%,Amplify Investments,N/A,N/A,N/A,N/A,40%,20%,1099,$22.64,$24.21,$23.13,$23.13,41.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.33,74.26%,44.44%,119.26,3.64%,7.53%
BUFY,FT Vest Laddered International Moderate Buffer ETF,Equity,"$16,144,000",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$1.009,$2.9804,$3.9498,$15.8023,$15.8023,$15.8023,n/a,2024-09-26,1.00%,N/A,N/A,N/A,N/A,Quarterly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Trust,5,99.99%,99.99%,99.99%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GENW,Genter Capital International Dividend ETF,Equity,"$686,700",N/A,$11.35,false,False,false,false,0.44%,5.97%,N/A,N/A,N/A,N/A,$0.0,$0.110378,$0.52057,$0.52057,$0.52057,$0.52057,n/a,2025-01-06,0.40%,$0.00,N/A,N/A,0.00%,Quarterly,N/A,N/A,N/A,10.81%,15.39%,N/A,N/A,Mcivy Co. LLC,34,40.21%,56.07%,99.99%,40%,20%,1099,$10.53,$11.61,$11.35,$11.37,67.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TSEL,Touchstone Sands Capital US Select Growth ETF,Equity,"$43,895,600",N/A,$23.60,false,False,false,false,1.64%,-13.46%,N/A,N/A,N/A,N/A,$0.57975,$18.8727,$41.896275,$41.896275,$41.896275,$41.896275,n/a,2025-01-02,0.67%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,72.35%,38.78%,30.99%,N/A,Western & Southern Mutual Holding Co.,27,56.92%,74.07%,99.97%,40%,20%,1099,$21.67,$26.07,$23.31,$23.74,43.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARMG,Leverage Shares 2X Long ARM Daily ETF,Equity,"$4,218,200",N/A,$9.99,false,False,false,false,1.42%,-40.68%,N/A,N/A,N/A,N/A,$0.245245,$1.000445,$7.639332,$7.639332,$7.639332,$7.639332,n/a,2025-01-14,0.75%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,210.87%,125.47%,N/A,N/A,Themes ETF,2,100.00%,100.00%,100.00%,40%,20%,1099,$7.57,$14.43,$9.60,$10.20,42.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASMG,Leverage Shares 2X Long ASML Daily ETF,Equity,"$4,665,500",N/A,$13.84,false,False,false,false,0.51%,-9.48%,N/A,N/A,N/A,N/A,$0.0,$0.973783,$4.787863,$4.787863,$4.787863,$4.787863,n/a,2025-01-14,0.75%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,47.13%,93.06%,N/A,N/A,Themes ETF,2,100.00%,100.00%,100.00%,40%,20%,1099,$12.69,$15.44,$13.65,$14.02,46.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAS,Simplify China A Shares PLUS Income ETF,Equity,"$10,254,000",N/A,$26.47,false,False,false,false,-4.27%,-2.70%,N/A,N/A,N/A,N/A,-$1.36915,-$1.36915,$9.34555,$9.34555,$9.34555,$9.34555,n/a,2025-01-13,0.88%,$0.00,N/A,N/A,0.00%,Quarterly,N/A,N/A,N/A,30.78%,25.16%,N/A,N/A,Simplify,4,100.00%,100.00%,100.00%,40%,20%,1099,$25.57,$27.84,$26.47,$26.47,50.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LFGY,YieldMax Crypto Industry & Tech Portfolio Option Income ETF,Equity,"$69,987,300",N/A,$37.99,false,False,false,false,1.80%,-16.26%,N/A,N/A,N/A,N/A,$0.0,$3.024998,$91.626818,$91.626818,$91.626818,$91.626818,n/a,2025-01-13,0.99%,$5.03,2025-03-20,$0.47,13.36%,N/A,N/A,N/A,N/A,41.38%,61.56%,N/A,N/A,Tidal Financial Group,22,81.47%,96.09%,99.99%,40%,20%,1099,$35.26,$40.35,$37.22,$38.46,43.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RSMV,Relative Strength Managed Volatility Strategy ETF 1Shs,Equity,"$68,017,500",N/A,$23.87,false,False,false,false,0.99%,-8.77%,N/A,N/A,N/A,N/A,$0.0,-$26.15583,-$41.509899,-$41.509899,-$41.509899,-$41.509899,n/a,2025-01-13,0.95%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,26.40%,18.61%,N/A,N/A,Teucrium Trading LLC,23,49.62%,74.11%,99.99%,40%,20%,1099,$22.84,$25.84,$23.82,$23.89,42.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.09,8.52%,37.79%,41.0,10.23%,3.29%
TSMG,Leverage Shares 2X Long TSM Daily ETF,Equity,"$780,800",N/A,$10.74,false,False,false,false,3.35%,-23.72%,N/A,N/A,N/A,N/A,$0.0,$0.357227,$1.041126,$1.041126,$1.041126,$1.041126,n/a,2025-01-14,0.75%,$0.00,N/A,N/A,0.00%,Annually,N/A,N/A,N/A,38.99%,93.39%,N/A,N/A,Themes ETF,2,100.00%,100.00%,100.00%,40%,20%,1099,$9.17,$12.96,$10.52,$10.85,42.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IYRI,NEOS Real Estate High Income ETF,Equity,"$25,058,800",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$1.025588,$12.855259,$25.083015,$25.083015,$25.083015,$25.083015,Real Estate,2025-01-14,0.68%,N/A,N/A,N/A,N/A,Monthly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Neos Investments LLC,69,47.61%,59.56%,94.47%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.35,62.82%,45.29%,81.86,3.42%,18.15%
CGMM,Capital Group U.S. Small and Mid Cap ETF,Equity,"$89,142,800",N/A,$24.16,false,False,false,false,1.13%,-7.04%,N/A,N/A,N/A,N/A,$3.865241,$29.151261,$93.047445,$93.047445,$93.047445,$93.047445,n/a,2025-01-14,0.51%,$0.00,N/A,N/A,0.00%,Semi-Annually,N/A,N/A,N/A,14.82%,19.65%,N/A,N/A,The Capital Group Companies,85,23.84%,32.81%,75.94%,40%,20%,1099,$23.24,$25.61,$23.97,$24.26,41.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.53,83.53%,52.64%,58.99,2.05%,2.92%
SOFX,Defiance Daily Target 2X Long SOFI ETF,Equity,"$8,104,400",N/A,$12.17,false,False,false,false,11.75%,-36.05%,N/A,N/A,N/A,N/A,$0.676776,$5.949664,$18.111604,$18.111604,$18.111604,$18.111604,n/a,2025-01-15,1.29%,$0.00,N/A,N/A,0.00%,Monthly,N/A,N/A,N/A,94.05%,151.26%,N/A,N/A,Tidal Financial Group,3,99.99%,99.99%,99.99%,40%,20%,1099,$8.15,$17.13,$11.59,$12.50,41.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TWOX,iShares Large Cap Accelerated ETF,Equity,"$12,388,600",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.975036,$2.999839,$2.999839,$2.999839,$2.999839,n/a,2025-01-15,0.50%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"BlackRock, Inc.",3,100.00%,100.00%,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.39,66.20%,46.89%,92.38,12.15%,6.68%
JANM,FT Vest U.S. Equity Max Buffer ETF - January,Equity,"$26,214,900",N/A,N/A,false,False,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$3.1132,$26.426925,$26.426925,$26.426925,$26.426925,n/a,2025-01-17,0.85%,N/A,N/A,N/A,N/A,Annually,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First Trust,2,100.00%,100.00%,100.00%,40%,20%,1099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
